Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
1264,Intel Core i9-10980XE,CPU,2019-10-19,14.0,165.0,,,3000.0,Intel,Intel,,,
1265,Intel Core i3-4360,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3700.0,Intel,Intel,,,
1266,Intel Core i5-1130G7,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,,,
1267,AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD,,,
1268,AMD Phenom II X3 710,CPU,2009-02-09,45.0,95.0,258.0,758.0,2600.0,Unknown,AMD,,,
1269,Intel Pentium Silver J5005,CPU,2017-12-01,14.0,10.0,,,1500.0,Intel,Intel,,,
1270,AMD Opteron 150,CPU,2005-08-02,90.0,85.0,,106.0,2400.0,Unknown,AMD,,,
1271,Intel Pentium M 1.30,CPU,2003-03-12,130.0,24.0,100.0,77.0,1300.0,Intel,Intel,,,
1272,AMD Ryzen 5 3600X,CPU,2019-07-07,7.0,95.0,74.0,3800.0,3800.0,TSMC,AMD,,,
1273,Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,,,
1274,AMD Opteron 846 HE,CPU,2005-03-01,90.0,55.0,,106.0,2000.0,Unknown,AMD,,,
1275,Intel Xeon Platinum 9242,CPU,2019-04-02,14.0,350.0,,8000.0,2300.0,Intel,Intel,,,
1276,Intel Core i3-10105,CPU,2021-03-16,14.0,65.0,,,3700.0,Intel,Intel,,,
1277,Intel Core i9-9960X,CPU,2018-10-19,14.0,165.0,,,3100.0,Intel,Intel,,,
1278,AMD Athlon II X2 240e,CPU,2009-10-20,45.0,45.0,117.0,410.0,2800.0,Unknown,AMD,,,
1279,AMD A8-3530MX,CPU,2011-06-14,32.0,45.0,228.0,1178.0,1900.0,Unknown,AMD,,,
1280,Intel Core 2 Quad Q8400,CPU,2009-04-19,45.0,95.0,82.0,456.0,2666.0,Intel,Intel,,,
1281,Intel Core i5-7600K,CPU,2017-01-03,14.0,91.0,,,3800.0,Intel,Intel,,,
1282,AMD Sempron 3300+,CPU,2005-08-19,90.0,62.0,,63.0,2000.0,Unknown,AMD,,,
1283,Intel Xeon E5-2680 v2,CPU,2013-09-01,22.0,115.0,160.0,1400.0,2800.0,Intel,Intel,,,
1284,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,84.0,69.0,2400.0,Unknown,AMD,,,
1285,AMD Athlon 64 X2 4800+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2400.0,Unknown,AMD,,,
1286,Intel Atom S1260,CPU,2012-12-11,32.0,9.0,,,2000.0,Intel,Intel,,,
1287,Intel Pentium Gold G5500,CPU,2018-04-02,14.0,51.0,,,3800.0,Intel,Intel,,,
1288,AMD Opteron 6380,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,Unknown,AMD,,,
1289,AMD Athlon II X4 630,CPU,2009-09-16,45.0,95.0,169.0,300.0,2800.0,Unknown,AMD,,,
1290,AMD Athlon 64 X2 4200+,CPU,2006-12-01,65.0,65.0,126.0,154.0,2200.0,Unknown,AMD,,,
1291,Intel Atom E3815,CPU,2013-10-08,22.0,5.0,,,1467.0,Intel,Intel,,,
1292,Intel Mobile Pentium 4 HT 548,CPU,2004-09-28,90.0,88.0,112.0,125.0,3334.0,Intel,Intel,,,
1293,Intel Pentium 4 2.4,CPU,2002-04-02,130.0,110.0,146.0,55.0,2400.0,Intel,Intel,,,
1294,AMD Athlon II X3 420e,CPU,2010-09-21,45.0,45.0,169.0,300.0,2600.0,Unknown,AMD,,,
1295,Intel Core i5-750s,CPU,2010-01-07,45.0,82.0,296.0,774.0,2400.0,Intel,Intel,,,
1296,AMD Phenom II X4 650T,CPU,2011-07-01,45.0,95.0,346.0,904.0,2700.0,Unknown,AMD,,,
1297,Intel Core i3-3240T,CPU,2012-09-03,22.0,35.0,94.0,,3000.0,Intel,Intel,,,
1298,Intel Pentium 3556U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1700.0,Intel,Intel,,,
1299,AMD Athlon X2 4850e,CPU,2008-03-05,65.0,45.0,126.0,154.0,2500.0,Unknown,AMD,,,
1300,Intel Core i3-2130,CPU,2011-09-04,32.0,65.0,131.0,504.0,3400.0,Intel,Intel,,,
1301,Intel Celeron G1820,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2700.0,Intel,Intel,,,
1302,Intel Core i5-5200U,CPU,2015-03-01,14.0,15.0,,,2200.0,Intel,Intel,,,
1303,Intel Core i9-9900X,CPU,2018-10-19,14.0,165.0,,,3500.0,Intel,Intel,,,
1304,AMD Opteron 244,CPU,2003-04-22,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,,,
1305,Intel Xeon E5-2643 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,,,
1306,Intel Celeron 2955U,CPU,2013-09-01,22.0,15.0,118.0,1400.0,1400.0,Intel,Intel,,,
1307,AMD Phenom II X4 905e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,
1308,Intel Atom Z520,CPU,2008-04-02,45.0,2.0,26.0,47.0,1334.0,Intel,Intel,,,
1309,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,,,
1310,AMD Sempron 2600+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1833.0,Unknown,AMD,,,
1311,Intel Pentium III 1133,CPU,2000-07-31,180.0,29.0,80.0,44.0,1133.0,Intel,Intel,,,
1312,Intel Core i3-2120,CPU,2011-02-20,32.0,65.0,131.0,504.0,3300.0,Intel,Intel,,,
1313,Intel Xeon 3.6,CPU,2005-02-14,90.0,135.0,169.0,178.0,3600.0,Intel,Intel,,,
1314,Intel Celeron G550,CPU,2012-06-01,32.0,65.0,131.0,504.0,2600.0,Intel,Intel,,,
1315,Intel Xeon E7-4809 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2000.0,Intel,Intel,,,
1316,Intel Xeon E7-4820 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,1900.0,Intel,Intel,,,
1317,Intel Core i7-4710HQ,CPU,2014-04-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,
1318,AMD Sempron 3200+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1800.0,Unknown,AMD,,,
1319,AMD Athlon II X3 435,CPU,2009-10-09,45.0,95.0,169.0,300.0,2900.0,Unknown,AMD,,,
1320,Intel Xeon E3-1225 v2,CPU,2012-05-14,22.0,77.0,160.0,1400.0,3200.0,Intel,Intel,,,
1321,Intel Core i7-6900K,CPU,2016-05-31,14.0,140.0,,,3200.0,Intel,Intel,,,
1322,Intel Core i5-11400,CPU,2021-03-16,14.0,65.0,,,2600.0,Intel,Intel,,,
1323,Intel Pentium 4 HT 670,CPU,2005-05-26,90.0,84.0,109.0,169.0,3800.0,Intel,Intel,,,
1324,AMD FX-6100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,
1325,AMD Athlon 64 X2 3600+,CPU,2001-01-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,,,
1326,Intel Xeon 5060,CPU,2006-05-23,65.0,130.0,,,3200.0,Intel,Intel,,,
1327,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD,,,
1328,Intel Xeon E5-2650L v2,CPU,2013-09-01,22.0,70.0,160.0,1400.0,1700.0,Intel,Intel,,,
1329,Intel Core i5-661,CPU,2010-01-07,32.0,87.0,81.0,382.0,3333.0,Intel,Intel,,,
1330,AMD Athlon 64 3800+,CPU,2005-04-04,90.0,89.0,83.0,69.0,2400.0,Unknown,AMD,,,
1331,Intel Celeron N2920,CPU,2013-12-01,22.0,7.0,,,1860.0,Intel,Intel,,,
1332,AMD FX-4100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,3600.0,Unknown,AMD,,,
1333,Intel Core i3-8121U,CPU,2018-05-05,10.0,28.0,123.0,,2200.0,Intel,Intel,,,
1334,Intel Pentium G6951,CPU,2010-09-01,32.0,73.0,81.0,382.0,2800.0,Intel,Intel,,,
1335,AMD Sempron 2300+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1583.0,Unknown,AMD,,,
1336,AMD FX-6130,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,Unknown,AMD,,,
1337,AMD Phenom II X4 B93,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
1338,AMD Opteron 242,CPU,2003-04-22,130.0,85.0,193.0,106.0,1600.0,Unknown,AMD,,,
1339,AMD Ryzen Threadripper 3980X,CPU,2019-11-14,7.0,280.0,74.0,3800.0,3500.0,TSMC,AMD,,,
1340,Intel Core 2 Duo E4700,CPU,2008-03-02,65.0,65.0,111.0,167.0,2600.0,Intel,Intel,,,
1341,Intel Core i3-2332M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2200.0,Intel,Intel,,,
1342,Intel Core i7-870,CPU,2009-09-08,45.0,95.0,296.0,774.0,2933.0,Intel,Intel,,,
1343,AMD A6-1450,CPU,2013-05-23,32.0,8.0,246.0,1178.0,1000.0,Unknown,AMD,,,
1344,Intel Pentium D 960,CPU,2006-05-02,65.0,130.0,140.0,376.0,3600.0,Intel,Intel,,,
1345,Intel Core i7-10700,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,,,
1346,AMD Opteron 842,CPU,2003-06-30,130.0,85.0,193.0,106.0,1600.0,Unknown,AMD,,,
1347,Intel Core Solo T1400,CPU,2006-01-05,65.0,27.0,90.0,151.0,1833.0,Intel,Intel,,,
1348,AMD Athlon 64 4000+,CPU,2001-01-01,90.0,89.0,199.0,233.0,2400.0,Unknown,AMD,,,
1349,AMD A4-3305M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1900.0,Unknown,AMD,,,
1350,AMD Ryzen 5 2600E,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3100.0,GF,AMD,,,
1351,Intel Core i9-9880H,CPU,2019-04-23,14.0,45.0,149.0,,2300.0,Intel,Intel,,,
1352,Intel Core i7-4558U,CPU,2013-06-04,22.0,28.0,118.0,1300.0,2800.0,Intel,Intel,,,
1353,Intel Core i7-3940XM,CPU,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,Intel,Intel,,,
1354,AMD Opteron 250 HE,CPU,2005-03-01,90.0,55.0,,106.0,2400.0,Unknown,AMD,,,
1355,Intel Xeon W3503,CPU,2009-03-30,45.0,130.0,263.0,731.0,2400.0,Intel,Intel,,,
1356,AMD Athlon 64 3000+,CPU,2001-01-01,90.0,51.0,84.0,69.0,2000.0,Unknown,AMD,,,
1357,Intel Core i9-9900K,CPU,2018-10-19,14.0,95.0,180.0,,3600.0,Intel,Intel,,,
1358,Intel Pentium 4 HT EE 3.40,CPU,2004-06-21,130.0,110.0,237.0,178.0,3400.0,Intel,Intel,,,
1359,Intel Xeon Silver 4116,CPU,2017-07-11,14.0,85.0,,8000.0,2100.0,Intel,Intel,,,
1360,AMD Phenom X3 8450,CPU,2008-04-23,65.0,95.0,285.0,450.0,2100.0,Unknown,AMD,,,
1361,Intel Core i3-530,CPU,2010-01-07,32.0,73.0,81.0,382.0,2933.0,Intel,Intel,,,
1362,AMD Athlon II X4 641,CPU,2012-02-06,32.0,100.0,228.0,1178.0,2800.0,Unknown,AMD,,,
1363,AMD Sempron 3400+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,,,
1364,AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,,,3800.0,TSMC,AMD,,,
1365,Intel Xeon Silver 4309Y,CPU,2021-04-06,10.0,105.0,,,2800.0,Intel,Intel,,,
1366,Intel Core i7-4550U,CPU,2013-06-04,22.0,15.0,118.0,1300.0,1500.0,Intel,Intel,,,
1367,AMD Opteron 144,CPU,2003-09-09,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
1368,Intel Core i5-2415M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2300.0,Intel,Intel,,,
1369,Intel Core i3-8100T,CPU,2018-04-02,14.0,35.0,,,3100.0,Intel,Intel,,,
1370,AMD Mobile Athlon 64 2800+,CPU,2004-08-01,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
1371,Intel Pentium III 1333,CPU,2001-12-01,130.0,30.0,80.0,44.0,1333.0,Intel,Intel,,,
1372,Intel Xeon W3680,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel,,,
1373,Intel Core i5-11600K,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,,,
1374,AMD EPYC 7543,CPU,2021-03-15,7.0,225.0,,,2800.0,TSMC,AMD,,,
1375,AMD Phenom II X4 960T BE,CPU,2010-06-01,45.0,95.0,346.0,904.0,3000.0,Unknown,AMD,,,
1376,Intel Core i9-11900KF,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,,,
1377,AMD Ryzen 7 5800H,CPU,2021-01-12,7.0,54.0,156.0,9800.0,3200.0,TSMC,AMD,,,
1378,AMD Opteron X2 280,CPU,2005-09-26,90.0,95.0,,233.0,2400.0,Unknown,AMD,,,
1379,AMD Athlon 1133,CPU,2000-10-31,180.0,63.0,120.0,37.0,1133.0,Unknown,AMD,,,
1380,Intel Pentium 4 HT 520,CPU,2004-06-21,90.0,84.0,109.0,125.0,2800.0,Intel,Intel,,,
1381,AMD FX-8370,CPU,2014-09-02,32.0,125.0,315.0,1200.0,4000.0,Unknown,AMD,,,
1382,AMD Ryzen 7 3700U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,
1383,Intel Core i7-6800K,CPU,2016-05-31,14.0,140.0,,,3400.0,Intel,Intel,,,
1384,Intel Core i5-7400T,CPU,2017-01-03,14.0,35.0,,,2400.0,Intel,Intel,,,
1385,AMD Phenom II X2 545,CPU,2009-06-01,45.0,80.0,258.0,758.0,3000.0,Unknown,AMD,,,
1386,Intel Core 2 Quad Q6700,CPU,2007-04-20,65.0,95.0,143.0,582.0,2666.0,Intel,Intel,,,
1387,Intel Core i7-4870HQ,CPU,2014-07-01,22.0,47.0,264.0,1400.0,2500.0,Intel,Intel,,,
1388,AMD Athlon 600,CPU,2000-06-05,180.0,38.0,120.0,37.0,600.0,Unknown,AMD,,,
1389,AMD Athlon II X2 235e,CPU,2009-10-20,45.0,45.0,117.0,410.0,2700.0,Unknown,AMD,,,
1390,Intel Pentium M 735,CPU,2004-05-10,90.0,21.0,84.0,140.0,1700.0,Intel,Intel,,,
1391,AMD Athlon 64 X2 5800+,CPU,2008-04-01,65.0,89.0,126.0,154.0,3000.0,Unknown,AMD,,,
1392,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,,,
1393,Intel Core i5-680,CPU,2010-04-19,32.0,73.0,81.0,382.0,3600.0,Intel,Intel,,,
1394,Intel Pentium 4 506,CPU,2005-06-01,90.0,84.0,109.0,125.0,2660.0,Intel,Intel,,,
1395,Intel Core 2 Quad Q9650,CPU,2008-08-10,45.0,95.0,107.0,820.0,3000.0,Intel,Intel,,,
1396,Intel Core i5-460M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2534.0,Intel,Intel,,,
1397,Intel Xeon E3-1260L,CPU,2011-04-03,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,
1398,Intel Pentium E6700,CPU,2010-05-30,45.0,65.0,82.0,228.0,3200.0,Intel,Intel,,,
1399,AMD Athlon 64 X2 4400+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2200.0,Unknown,AMD,,,
1400,Intel Xeon Phi 7210,CPU,2016-06-20,14.0,215.0,,8000.0,1300.0,Intel,Intel,,,
1401,Intel Pentium G645,CPU,2012-09-02,32.0,65.0,131.0,504.0,2900.0,Intel,Intel,,,
1402,Intel Core 2 Solo ULV U2200,CPU,2007-09-01,65.0,5.0,143.0,291.0,1200.0,Intel,Intel,,,
1403,Intel Core i3-4330,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3500.0,Intel,Intel,,,
1404,AMD Phenom II 42 TWKR Black Edition,CPU,2009-06-01,45.0,125.0,258.0,758.0,2000.0,Unknown,AMD,,,
1405,AMD Phenom II X4 925,CPU,2009-05-11,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
1406,AMD Ryzen 7 PRO 2700,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
1407,Intel Celeron N2910,CPU,2013-09-11,22.0,7.0,,,1600.0,Intel,Intel,,,
1408,AMD EPYC 7F32,CPU,2020-04-14,7.0,180.0,74.0,3800.0,3700.0,TSMC,AMD,,,
1409,Intel Core 2 Extreme QX9775,CPU,2008-03-24,45.0,150.0,107.0,820.0,3200.0,Intel,Intel,,,
1410,AMD Athlon 64 3500+ (F3),CPU,2007-02-20,90.0,59.0,1.0,154.0,2200.0,Unknown,AMD,,,
1411,Intel Xeon 7140N,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3333.0,Intel,Intel,,,
1412,Intel Core 2 Duo E6700,CPU,2006-07-27,65.0,65.0,143.0,291.0,2667.0,Intel,Intel,,,
1413,Intel Pentium 4 HT EE 3.20,CPU,2003-11-03,130.0,110.0,237.0,178.0,3200.0,Intel,Intel,,,
1414,Intel Pentium E6800,CPU,2010-08-29,45.0,65.0,82.0,228.0,3333.0,Intel,Intel,,,
1415,Intel Xeon Platinum 8180,CPU,2017-07-11,14.0,205.0,,8000.0,2500.0,Intel,Intel,,,
1416,AMD Athlon II X2 265,CPU,2010-09-21,45.0,65.0,117.0,410.0,3300.0,Unknown,AMD,,,
1417,AMD Phenom X4 9500,CPU,2007-11-19,65.0,95.0,285.0,450.0,2200.0,Unknown,AMD,,,
1418,AMD Turion 64 MT-28,CPU,2005-06-22,90.0,22.0,125.0,114.0,1600.0,Unknown,AMD,,,
1419,Intel Xeon W3550,CPU,2009-08-09,45.0,130.0,263.0,731.0,3066.0,Intel,Intel,,,
1420,Intel Celeron 725C,CPU,2011-07-01,32.0,17.0,131.0,504.0,1300.0,Intel,Intel,,,
1421,AMD EPYC 7251,CPU,2017-06-29,14.0,120.0,213.0,4800.0,2100.0,GF,AMD,,,
1422,AMD Ryzen 9 4900HS,CPU,2020-03-07,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,,
1423,AMD A10-4655M,CPU,2012-05-15,32.0,25.0,246.0,1178.0,2000.0,Unknown,AMD,,,
1424,Intel Atom Z510,CPU,2008-04-02,45.0,2.0,26.0,47.0,1100.0,Intel,Intel,,,
1425,AMD FX-4130,CPU,2013-01-30,32.0,125.0,315.0,1200.0,3800.0,Unknown,AMD,,,
1426,Intel Xeon E3-1265L v2,CPU,2012-05-14,22.0,45.0,160.0,1400.0,2500.0,Intel,Intel,,,
1427,Intel Celeron G1820TE,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2200.0,Intel,Intel,,,
1428,Intel Pentium E5400,CPU,2009-01-18,45.0,65.0,82.0,228.0,2700.0,Intel,Intel,,,
1429,AMD Athlon XP 2500+ DTR,CPU,2003-02-10,130.0,68.0,101.0,63.0,1833.0,Unknown,AMD,,,
1430,AMD A10-5800K,CPU,2012-10-02,32.0,100.0,246.0,1178.0,3800.0,Unknown,AMD,,,
1431,Intel Xeon Gold 5317,CPU,2021-04-06,10.0,150.0,,,3000.0,Intel,Intel,,,
1432,AMD Athlon II X4 631,CPU,2011-08-17,32.0,100.0,228.0,1178.0,2600.0,Unknown,AMD,,,
1433,AMD Opteron 846,CPU,2004-12-01,90.0,85.0,,106.0,2000.0,Unknown,AMD,,,
1434,AMD Athlon 64 X2 3800+,CPU,2005-08-01,90.0,89.0,156.0,154.0,2000.0,Unknown,AMD,,,
1435,AMD Opteron 848,CPU,2003-11-17,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,
1436,Intel Core i7-2670QM,CPU,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,Intel,Intel,,,
1437,AMD Phenom II X6 1035T,CPU,2010-04-27,45.0,95.0,346.0,904.0,2600.0,Unknown,AMD,,,
1438,Intel Xeon Platinum 8354H,CPU,2021-04-06,14.0,205.0,,,3100.0,Intel,Intel,,,
1439,AMD Sempron 3400+,CPU,2005-08-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,,,
1440,AMD Athlon 64 3500+ EE,CPU,2007-02-20,90.0,35.0,183.0,154.0,2200.0,Unknown,AMD,,,
1441,AMD Ryzen 5 PRO 1600,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
1442,AMD Athlon 64 3200+,CPU,2004-04-27,130.0,89.0,144.0,69.0,2000.0,Unknown,AMD,,,
1443,Intel Xeon Platinum 8280,CPU,2018-12-11,14.0,205.0,,8000.0,2700.0,Intel,Intel,,,
1444,Intel Xeon Gold 6346,CPU,2021-04-06,10.0,205.0,,,3100.0,Intel,Intel,,,
1445,Intel Pentium G4620,CPU,2017-01-03,14.0,51.0,,,3700.0,Intel,Intel,,,
1446,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD,,,
1447,AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,,,
1448,Intel Pentium 957,CPU,2011-06-19,32.0,17.0,131.0,504.0,1200.0,Intel,Intel,,,
1449,AMD Turion 64 MT-40,CPU,2005-08-08,90.0,25.0,125.0,114.0,2200.0,Unknown,AMD,,,
1450,Intel Xeon X5667,CPU,2010-03-16,32.0,95.0,239.0,1170.0,3066.0,Intel,Intel,,,
1451,Intel Celeron 807,CPU,2012-07-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel,,,
1452,AMD Phenom X4 9950 BE (125W),CPU,2008-10-01,65.0,125.0,285.0,450.0,2600.0,Unknown,AMD,,,
1453,AMD Athlon II X3 425e,CPU,2011-05-03,45.0,45.0,169.0,300.0,2700.0,Unknown,AMD,,,
1454,AMD Athlon XP-M 2400+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1800.0,Unknown,AMD,,,
1455,Intel Xeon W3570,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel,,,
1456,Intel Celeron E1400,CPU,2008-04-20,65.0,65.0,77.0,105.0,2000.0,Intel,Intel,,,
1457,Intel Xeon E5640,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2666.0,Intel,Intel,,,
1458,AMD A4-3310MX,CPU,2011-06-14,32.0,35.0,228.0,1178.0,2100.0,Unknown,AMD,,,
1459,AMD Ryzen 3 4300U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2700.0,TSMC,AMD,,,
1460,Intel Core i7-7800X,CPU,2017-06-26,14.0,140.0,,,3500.0,Intel,Intel,,,
1461,Intel Celeron D 346,CPU,2004-10-01,90.0,73.0,109.0,125.0,3060.0,Intel,Intel,,,
1462,AMD Sempron 3000+ EE SFF,CPU,2006-05-23,90.0,35.0,103.0,81.0,1600.0,Unknown,AMD,,,
1463,Intel Core i7-10700KF,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel,,,
1464,AMD Athlon 64 LE-1640B,CPU,2008-04-28,65.0,45.0,77.0,122.0,2700.0,Unknown,AMD,,,
1465,AMD Opteron 248,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,
1466,Intel Pentium B950,CPU,2011-06-19,32.0,35.0,131.0,504.0,2100.0,Intel,Intel,,,
1467,AMD Athlon II X4 615e,CPU,2010-09-21,45.0,45.0,169.0,300.0,2500.0,Unknown,AMD,,,
1468,Intel Mobile Pentium 4 HT 2.80,CPU,2003-09-23,130.0,68.0,131.0,55.0,2800.0,Intel,Intel,,,
1469,Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,81.0,384.0,2800.0,Intel,Intel,,,
1470,Intel Xeon X5677,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel,,,
1471,Intel Core i3-4370,CPU,2014-07-01,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel,,,
1472,Intel Core i3-7360X,CPU,2017-10-03,14.0,112.0,,,4300.0,Intel,Intel,,,
1473,AMD Athlon XP 2200+,CPU,2001-01-01,130.0,63.0,80.0,37.0,1800.0,Unknown,AMD,,,
1474,AMD A6-9500,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
1475,AMD Athlon 64 FX-53,CPU,2004-03-18,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,,,
1476,AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,,
1477,Intel Core i5-3317U,CPU,2012-06-01,22.0,17.0,118.0,,1700.0,Intel,Intel,,,
1478,Intel Core i5-4590S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,2900.0,Intel,Intel,,,
1479,Intel Core i3-9100,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel,,,
1480,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,,,
1481,AMD Opteron 6272,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2100.0,Unknown,AMD,,,
1482,Intel Core i7-5930K,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel,,,
1483,AMD Turion 64 ML-28,CPU,2005-06-22,90.0,32.0,125.0,114.0,1600.0,Unknown,AMD,,,
1484,Intel Core i3-4000M,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel,,,
1485,Intel Core i7-10850H,CPU,2020-04-02,14.0,45.0,,,2700.0,Intel,Intel,,,
1486,Intel Core i5-1030G4,CPU,2019-08-01,10.0,12.0,,,700.0,Intel,Intel,,,
1487,Intel Pentium 4-M 2.60,CPU,2003-06-11,130.0,35.0,131.0,55.0,2600.0,Intel,Intel,,,
1488,Intel Celeron 430,CPU,2007-06-03,65.0,35.0,77.0,105.0,1800.0,Intel,Intel,,,
1489,Intel Xeon Platinum 8360Y,CPU,2021-04-06,10.0,250.0,,,2400.0,Intel,Intel,,,
1490,Intel Core i5-3570S,CPU,2012-06-01,22.0,65.0,133.0,,3100.0,Intel,Intel,,,
1491,AMD Opteron 240,CPU,2003-08-05,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
1492,Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel,,,
1493,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,,3167.0,Intel,Intel,,,
1494,Intel Pentium Dual-Core E2200,CPU,2007-12-02,65.0,65.0,77.0,105.0,2200.0,Intel,Intel,,,
1495,Intel Atom E625C,CPU,2010-11-22,45.0,3.0,26.0,47.0,600.0,Intel,Intel,,,
1496,Intel Celeron G1610T,CPU,2012-12-03,22.0,35.0,94.0,,2300.0,Intel,Intel,,,
1497,Intel Core i5-4330M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2800.0,Intel,Intel,,,
1498,Intel Core i5-7300HQ,CPU,2017-01-03,14.0,45.0,,,2500.0,Intel,Intel,,,
1499,Intel Celeron G1610,CPU,2012-12-03,22.0,55.0,94.0,,2600.0,Intel,Intel,,,
1500,Intel Mobile Pentium 4 HT 3.06,CPU,2003-09-23,130.0,70.0,131.0,55.0,3067.0,Intel,Intel,,,
