ID,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
957,AMD Ryzen 5 4600HS,CPU,2020-01-06,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,14735,,2468,,35.0,421.01,6,2020,FP6,Laptop
1104,AMD Ryzen Threadripper 3990X,CPU,2020-02-07,7.0,280.0,74.0,3800.0,2900.0,TSMC,AMD,8399.69,81568,9.71,2569,0.31,280.0,291.31,64,2020,sTRX4,Desktop
1049,AMD Ryzen 9 4900HS,CPU,2020-03-07,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,19425,,2628,,35.0,554.99,8,2020,FP6,Laptop
1213,AMD Ryzen 9 4900H,CPU,2020-03-16,7.0,54.0,156.0,9800.0,3300.0,TSMC,AMD,,19339,,2733,,45.0,429.76,8,2020,FP6,Laptop
726,Intel Core i9-10980HK,CPU,2020-04-02,14.0,45.0,,,2400.0,Intel,Intel,583.0,16271,27.91,2869,4.92,45.0,361.57,8,2020,FCBGA1440,Laptop
262,Intel Core i7-10810U,CPU,2020-04-02,14.0,25.0,,,1100.0,Intel,Intel,443.0,8353,18.86,2322,5.24,15.0,556.88,6,2020,FCBGA1528,Laptop
308,Intel Core i7-10875H,CPU,2020-04-02,14.0,45.0,,,2100.0,Intel,Intel,450.0,15426,34.28,2778,6.17,45.0,342.79,8,2020,FCBGA1440,Laptop
625,Intel Core i5-10400H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel,250.0,8916,35.66,2738,10.95,45.0,198.13,4,2020,FCBGA1440,Laptop
482,Intel Core i7-10850H,CPU,2020-04-02,14.0,45.0,,,2700.0,Intel,Intel,395.0,12124,30.69,2740,6.94,45.0,269.42,6,2020,FCBGA1440,Laptop
40,Intel Core i7-10610U,CPU,2020-04-02,14.0,25.0,,,1800.0,Intel,Intel,409.0,7062,17.27,2362,5.78,15.0,470.77,4,2020,FCBGA1528,Laptop
86,Intel Core i7-10750H,CPU,2020-04-02,14.0,45.0,,,2600.0,Intel,Intel,,12355,,2716,,45.0,274.54,6,2020,FCBGA1440,Laptop
1046,AMD EPYC 7F32,CPU,2020-04-14,7.0,180.0,74.0,3800.0,3700.0,TSMC,AMD,,23026,,2423,,180.0,127.92,8,2020,SP3,Server
1089,AMD EPYC 7F52,CPU,2020-04-14,7.0,155.0,74.0,3800.0,3500.0,TSMC,AMD,3100.0,40951,13.21,2446,0.79,240.0,170.63,16,2020,SP3,Server
782,AMD Ryzen 3 3100,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,137.95,11660,84.52,2427,17.59,65.0,179.38,4,2020,AM4,Desktop
985,AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,269.99,12746,47.21,2689,9.96,65.0,196.1,4,2020,AM4,Desktop
224,Intel Core i5-10400,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,149.99,12320,82.14,2587,17.25,65.0,189.53,6,2020,FCLGA1200,Desktop
362,Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,,,4000.0,Intel,Intel,74.63,4130,55.34,2484,33.29,58.0,71.21,2,2020,FCLGA1200,Desktop
222,Intel Core i5-10600,CPU,2020-04-30,14.0,65.0,,,3300.0,Intel,Intel,219.99,13928,63.31,2911,13.23,65.0,214.27,6,2020,FCLGA1200,Desktop
347,Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,249.99,16973,67.89,2919,11.67,65.0,261.12,8,2020,FCLGA1200,Desktop
181,Intel Celeron G5900,CPU,2020-04-30,14.0,58.0,,,3400.0,Intel,Intel,53.99,2790,51.68,2150,39.82,58.0,48.1,2,2020,FCLGA1200,Desktop
368,Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,,,3500.0,Intel,Intel,61.99,2482,40.04,2151,34.7,58.0,42.79,2,2020,FCLGA1200,Desktop
340,Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,,,3800.0,Intel,Intel,133.95,10115,75.51,2848,21.26,65.0,155.61,4,2020,FCLGA1200,Desktop
369,Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,,,4100.0,Intel,Intel,96.99,4147,42.76,2491,25.69,58.0,71.5,2,2020,FCLGA1200,Desktop
430,Intel Core i7-10700,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,268.99,16946,63.0,2922,10.86,65.0,260.71,8,2020,FCLGA1200,Desktop
715,Intel Core i9-10900F,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel,350.0,20881,59.66,3070,8.77,65.0,321.25,10,2020,FCLGA1200,Desktop
568,Intel Core i5-10600KF,CPU,2020-04-30,14.0,95.0,,,4100.0,Intel,Intel,184.98,14575,78.79,2948,15.94,125.0,116.6,6,2020,FCLGA1200,Desktop
131,Intel Core i3-10100,CPU,2020-04-30,14.0,65.0,,,3600.0,Intel,Intel,112.99,8800,77.88,2637,23.34,65.0,135.39,4,2020,FCLGA1200,Desktop
472,Intel Core i7-10700KF,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel,309.99,19143,61.75,3056,9.86,125.0,153.14,8,2020,FCLGA1200,Desktop
665,Intel Core i9-10900KF,CPU,2020-04-30,14.0,125.0,,,3700.0,Intel,Intel,339.99,23508,69.14,3141,9.24,125.0,188.06,10,2020,FCLGA1200,Desktop
496,Intel Core i5-10500,CPU,2020-04-30,14.0,65.0,,,3100.0,Intel,Intel,209.88,13056,62.21,2785,13.27,65.0,200.86,6,2020,FCLGA1200,Desktop
58,Intel Core i7-10700K,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel,328.98,19277,58.6,3074,9.34,125.0,154.22,8,2020,FCLGA1200,Desktop
504,Intel Pentium Gold G6600,CPU,2020-04-30,14.0,58.0,,,4200.0,Intel,Intel,107.35,4396,40.95,2577,24.0,58.0,75.8,2,2021,FCLGA1200,Desktop
597,Intel Core i5-10400F,CPU,2020-04-30,14.0,65.0,,,2900.0,Intel,Intel,124.99,12439,99.52,2572,20.58,65.0,191.37,6,2020,FCLGA1200,Desktop
17,Intel Core i9-10900K,CPU,2020-04-30,14.0,125.0,206.0,,3700.0,Intel,Intel,389.97,23768,60.95,3167,8.12,125.0,190.14,10,2020,FCLGA1200,Desktop
529,Intel Core i9-10900,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel,389.97,20446,52.43,3057,7.84,65.0,314.55,10,2020,FCLGA1200,Desktop
371,Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,,,3700.0,Intel,Intel,138.99,9284,66.79,2677,19.26,65.0,142.82,4,2020,FCLGA1200,Desktop
264,Intel Core i5-10600K,CPU,2020-04-30,14.0,125.0,,,4100.0,Intel,Intel,212.97,14534,68.24,2936,13.78,125.0,116.27,6,2020,FCLGA1200,Desktop
1056,AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,391.65,23815,60.81,2845,7.26,105.0,226.81,8,2020,AM4,Desktop
940,AMD Ryzen 9 3900XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3900.0,TSMC,AMD,618.77,32869,53.12,2786,4.5,105.0,313.04,12,2020,AM4,Desktop
752,AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,3900.0,TSMC,AMD,1995.0,40225,20.16,2696,1.35,280.0,143.66,16,2020,sWRX8,Desktop
1141,AMD Ryzen Threadripper PRO 3975WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,3500.0,TSMC,AMD,4499.99,63495,14.11,2666,0.59,280.0,226.77,32,2020,sWRX8,Desktop
1142,AMD Ryzen Threadripper PRO 3945WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,4000.0,TSMC,AMD,,33417,,2708,,280.0,119.35,12,2020,sWRX8,Desktop
1010,AMD Ryzen Threadripper PRO 3995WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,2700.0,TSMC,AMD,6807.98,83971,12.33,2626,0.39,280.0,299.9,64,2020,sWRX8,Desktop
763,AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,4633,,2074,,35.0,132.37,2,2020,AM4,Desktop
1061,AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,18550,,2709,,35.0,530.01,8,2020,AM4,Desktop
1125,AMD Ryzen 5 4600G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,,15577,,2658,,65.0,239.65,6,2020,AM4,Desktop
1015,AMD Ryzen 5 PRO 4650GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD,,15712,,2632,,35.0,448.91,6,2020,AM4,Desktop
982,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,10833,,2540,,65.0,166.66,4,2020,AM4,Desktop
1149,AMD Ryzen 7 PRO 4750G,CPU,2020-07-21,7.0,65.0,,,3600.0,TSMC,AMD,299.99,20570,68.57,2710,9.03,65.0,316.46,8,2020,AM4,Desktop
974,AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,,,3600.0,TSMC,AMD,319.0,20138,63.13,2758,8.65,65.0,309.82,8,2020,AM4,Desktop
973,AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,,,3800.0,TSMC,AMD,,10792,,2548,,65.0,166.03,4,2020,AM4,Desktop
1133,AMD Athlon Silver 3050GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,4545,,2016,,35.0,129.87,2,2021,AM4,Laptop
903,AMD Ryzen 3 4300GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,11332,,2558,,35.0,323.78,4,2020,AM4,Desktop
1087,AMD Ryzen 5 4600GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD,,15656,,2605,,35.0,447.31,6,2020,AM4,Desktop
893,AMD Athlon Gold PRO 3150G,CPU,2020-07-21,12.0,65.0,,,3500.0,GF,AMD,,7702,,2321,,65.0,118.49,4,2020,AM4,Desktop
850,AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,20392,,2727,,35.0,582.62,8,2020,AM4,Desktop
844,AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,11270,,2567,,35.0,322.01,4,2020,AM4,Desktop
792,AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12.0,35.0,,,3500.0,GF,AMD,,7093,,2164,,35.0,202.64,4,2020,AM4,Desktop
757,AMD Athlon Gold 3150G,CPU,2020-07-21,12.0,65.0,,,3500.0,GF,AMD,,7002,,2308,,65.0,107.72,4,2022,AM4,Desktop
917,AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,257.36,16428,63.83,2664,10.35,65.0,252.73,6,2020,AM4,Desktop
22,Intel Core i9-10850K,CPU,2020-07-27,14.0,125.0,206.0,,3600.0,Intel,Intel,408.44,23055,56.45,3091,7.57,125.0,184.44,10,2020,FCLGA1200,Desktop
298,Intel Core i7-1165G7,CPU,2020-09-02,10.0,28.0,,,2800.0,Intel,Intel,426.0,10595,24.87,2877,6.75,15.0,706.33,4,2020,BGA1526,Laptop
399,Intel Core i5-1130G7,CPU,2020-09-02,10.0,15.0,,,1100.0,Intel,Intel,309.0,9756,31.57,2549,8.25,15.0,650.39,4,2021,BGA 1449,Laptop
153,Intel Core i5-1135G7,CPU,2020-09-02,10.0,28.0,,,2400.0,Intel,Intel,309.0,10100,32.68,2727,8.82,15.0,673.3,4,2020,BGA1526,Laptop
256,Intel Core i3-1115G4,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel,281.0,6273,22.33,2695,9.59,,,2,2020,FCBGA1449,Laptop
526,Intel Core i7-1185G7,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel,426.0,10948,25.7,2899,6.8,15.0,729.84,4,2020,BGA1526,Laptop
3,Intel Core i3-1125G4,CPU,2020-09-02,10.0,28.0,,,2000.0,Intel,Intel,,9932,,2511,,28.0,354.72,4,2021,FCBGA1449,Laptop
122,Intel Core i7-1160G7,CPU,2020-09-02,10.0,15.0,,,1200.0,Intel,Intel,426.0,10316,24.22,2827,6.64,,,4,2021,FCBGA1598,Laptop
0,Intel Core i5-1145G7,CPU,2020-09-02,10.0,28.0,,,2600.0,Intel,Intel,,10413,,2821,,28.0,371.89,4,2021,FCBGA1449,Laptop
619,Intel Core i3-1110G4,CPU,2020-09-02,10.0,15.0,,,1800.0,Intel,Intel,281.0,3421,12.18,1986,7.07,,,2,2022,FCBGA1598,Mobile/Embedded
588,Intel Core i7-10870H,CPU,2020-09-17,14.0,45.0,,,2200.0,Intel,Intel,417.0,15027,36.04,2726,6.54,45.0,333.93,8,2020,FCBGA1440,Laptop
101,Intel Core i5-10300H,CPU,2020-09-17,14.0,45.0,,,2500.0,Intel,Intel,250.0,8692,34.77,2616,10.47,45.0,193.15,4,2020,FCBGA1440,"Desktop, Laptop"
650,Intel Core i5-10200H,CPU,2020-09-17,14.0,45.0,,,2400.0,Intel,Intel,250.0,8414,33.65,2481,9.93,45.0,186.97,4,2020,FCBGA1440,Laptop
750,AMD Ryzen 9 5950X,CPU,2020-11-05,7.0,105.0,,,3400.0,TSMC,AMD,649.74,46195,71.1,3498,5.38,105.0,439.96,16,2020,AM4,Desktop
1156,AMD Ryzen 7 5800X,CPU,2020-11-05,7.0,105.0,,,3800.0,TSMC,AMD,333.99,28368,84.94,3485,10.43,105.0,270.17,8,2020,AM4,Desktop
954,AMD Ryzen 9 5900X,CPU,2020-11-05,7.0,105.0,,,3700.0,TSMC,AMD,393.03,39457,100.39,3494,8.89,105.0,375.78,12,2020,AM4,Desktop
882,AMD Ryzen 5 5600X,CPU,2020-11-05,7.0,65.0,,,3700.0,TSMC,AMD,216.99,22088,101.79,3377,15.56,65.0,339.82,6,2020,AM4,Desktop
1039,AMD Ryzen 7 5800H,CPU,2021-01-12,7.0,54.0,156.0,9800.0,3200.0,TSMC,AMD,,21469,,3083,,45.0,477.09,8,2021,FP6,Laptop
746,AMD Ryzen 9 5900HX,CPU,2021-01-12,7.0,45.0,156.0,9800.0,3300.0,TSMC,AMD,,23160,,3230,,45.0,514.67,8,2021,FP6,Laptop
1204,AMD Ryzen 9 5980HS,CPU,2021-01-12,7.0,35.0,156.0,9800.0,3000.0,TSMC,AMD,,21412,,3145,,35.0,611.76,8,2021,FP6,Laptop
754,AMD Ryzen 5 5500U,CPU,2021-01-12,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,,13190,,2459,,15.0,879.33,6,2021,FP6,Laptop
1100,AMD Ryzen 7 5800HS,CPU,2021-01-12,7.0,35.0,156.0,9800.0,2800.0,TSMC,AMD,,20684,,3060,,35.0,590.97,8,2021,FP6,Laptop
751,AMD EPYC 7763,CPU,2021-03-15,7.0,280.0,,,2450.0,TSMC,AMD,7299.99,88338,12.1,2635,0.36,280.0,315.49,64,2021,SP3,Server
779,AMD EPYC 73F3,CPU,2021-03-15,7.0,240.0,,,3500.0,TSMC,AMD,5992.0,46085,7.69,2878,0.48,240.0,192.02,16,2021,SP3,Server
785,AMD EPYC 7443P,CPU,2021-03-15,7.0,200.0,,,2850.0,TSMC,AMD,1499.99,57666,38.44,2965,1.98,200.0,288.33,24,2021,SP3,Server
962,AMD EPYC 7313P,CPU,2021-03-15,7.0,155.0,,,3000.0,TSMC,AMD,913.0,40879,44.77,2608,2.86,155.0,263.74,16,2021,SP3,Server
899,AMD EPYC 74F3,CPU,2021-03-15,7.0,240.0,,,2800.0,TSMC,AMD,4989.0,60948,12.22,2975,0.6,240.0,253.95,24,2021,SP3,Server
976,AMD EPYC 7413,CPU,2021-03-15,7.0,180.0,,,2650.0,TSMC,AMD,1997.99,46295,23.17,1983,0.99,180.0,257.2,24,2021,SP3,Server
1003,AMD EPYC 7713,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,7060.0,85861,12.16,2727,0.39,225.0,381.6,64,2021,SP3,Server
1009,AMD EPYC 7313,CPU,2021-03-15,7.0,155.0,,,3000.0,TSMC,AMD,1179.99,40575,34.39,2610,2.21,155.0,261.77,16,2021,SP3,Server
1038,AMD EPYC 7543,CPU,2021-03-15,7.0,225.0,,,2800.0,TSMC,AMD,3761.0,56562,15.04,2563,0.68,240.0,235.68,32,2021,SP3,Server
1208,AMD EPYC 7643,CPU,2021-03-15,7.0,225.0,,,2300.0,TSMC,AMD,5424.99,76455,14.09,2695,0.5,225.0,339.8,48,2021,SP3,Server
891,AMD EPYC 7543P,CPU,2021-03-15,7.0,225.0,,,2800.0,TSMC,AMD,2999.0,67144,22.39,2742,0.91,225.0,298.42,32,2021,SP3,Server
1166,AMD EPYC 7513,CPU,2021-03-15,7.0,200.0,,,2600.0,TSMC,AMD,2840.0,59732,21.03,2447,0.86,200.0,298.66,32,2021,SP3,Server
1140,AMD EPYC 7453,CPU,2021-03-15,7.0,225.0,,,2750.0,TSMC,AMD,1799.0,53511,29.74,2580,1.43,225.0,237.83,28,2021,SP3,Server
1135,AMD EPYC 7713P,CPU,2021-03-15,7.0,225.0,,,2000.0,TSMC,AMD,,45860,,2736,,225.0,203.82,64,2022,SP3,Server
1146,AMD EPYC 7343,CPU,2021-03-15,7.0,190.0,,,3200.0,TSMC,AMD,1699.99,45882,26.99,2947,1.73,190.0,241.48,16,2021,SP3,Server
1145,AMD EPYC 75F3,CPU,2021-03-15,7.0,280.0,,,2950.0,TSMC,AMD,,68505,,2775,,280.0,244.66,32,2021,SP3,Server
221,Intel Core i5-11600T,CPU,2021-03-16,14.0,35.0,,,1700.0,Intel,Intel,213.0,15254,71.61,2884,13.54,35.0,435.82,6,2021,FCLGA1200,Desktop
656,Intel Core i5-11500T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,192.0,13820,71.98,2571,13.39,35.0,394.85,6,2021,FCLGA1200,Desktop
206,Intel Core i7-11700K,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,297.0,24749,83.33,3429,11.55,125.0,197.99,8,2020,FCLGA1200,Desktop
191,Intel Core i7-11700,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,316.99,20588,64.95,3146,9.92,95.0,216.72,8,2021,FCLGA1200,Desktop
188,Intel Core i3-10325,CPU,2021-03-16,14.0,65.0,,,3900.0,Intel,Intel,154.0,10308,66.94,2890,18.77,65.0,158.59,4,2022,FCLGA1200,Desktop
651,Intel Core i5-11400F,CPU,2021-03-16,14.0,65.0,,,2600.0,Intel,Intel,149.99,17213,114.76,3023,20.15,65.0,264.82,6,2021,FCLGA1200,Desktop
96,Intel Core i7-11700T,CPU,2021-03-16,14.0,35.0,,,1400.0,Intel,Intel,323.0,15271,47.28,2859,8.85,35.0,436.3,8,2021,FCLGA1200,Desktop
610,Intel Core i9-11900,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,347.88,23117,66.45,3443,9.9,65.0,355.65,8,2021,FCLGA1200,Desktop
520,Intel Core i5-11500,CPU,2021-03-16,14.0,65.0,,,2700.0,Intel,Intel,197.19,17626,89.38,3153,15.99,65.0,271.17,6,2021,FCLGA1200,Desktop
32,Intel Core i3-10305,CPU,2021-03-16,14.0,65.0,,,3800.0,Intel,Intel,159.99,9689,60.56,2834,17.71,65.0,149.06,4,2021,FCLGA1200,Desktop
23,Intel Core i5-11600,CPU,2021-03-16,14.0,65.0,,,2800.0,Intel,Intel,216.41,18318,84.64,3302,15.26,65.0,281.81,6,2021,FCLGA1200,Desktop
585,Intel Core i3-10105T,CPU,2021-03-16,14.0,35.0,,,3000.0,Intel,Intel,122.0,7850,64.34,2350,19.26,35.0,224.28,4,2021,FCLGA1200,Desktop
20,Intel Core i3-10305T,CPU,2021-03-16,14.0,35.0,,,3000.0,Intel,Intel,143.0,8136,56.9,2456,17.18,35.0,232.46,4,2021,FCLGA1200,Desktop
16,Intel Pentium Gold G6405T,CPU,2021-03-16,14.0,35.0,,,3500.0,Intel,Intel,64.0,3746,58.54,2206,34.47,35.0,107.04,2,2021,FCLGA1200,Desktop
554,Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel,439.0,20225,46.07,3419,7.79,35.0,577.86,8,2021,FCLGA1200,Desktop
246,Intel Core i7-11700F,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,289.99,21447,73.96,3339,11.51,65.0,329.95,8,2021,FCLGA1200,Desktop
258,Intel Core i3-10105F,CPU,2021-03-16,14.0,65.0,,,3700.0,Intel,Intel,78.99,9141,115.72,2675,33.86,,,4,2021,FCLGA1200,Desktop
561,Intel Core i5-11600KF,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,232.49,19742,84.91,3359,14.45,125.0,157.93,6,2021,FCLGA1200,Desktop
317,Intel Core i9-11900F,CPU,2021-03-16,14.0,65.0,,,2500.0,Intel,Intel,379.99,23814,62.67,3528,9.28,65.0,366.37,8,2021,FCLGA1200,Desktop
421,Intel Core i5-11400,CPU,2021-03-16,14.0,65.0,,,2600.0,Intel,Intel,174.21,17132,98.34,3048,17.5,65.0,263.57,6,2021,FCLGA1200,Desktop
445,Intel Core i9-11900KF,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,379.98,25390,66.82,3563,9.38,125.0,203.12,8,2021,FCLGA1200,Desktop
401,Intel Core i3-10105,CPU,2021-03-16,14.0,65.0,,,3700.0,Intel,Intel,107.0,8928,83.44,2718,25.4,65.0,137.36,4,2021,FCLGA1200,Desktop
722,Intel Pentium Gold G6505,CPU,2021-03-16,14.0,65.0,,,4200.0,Intel,Intel,75.0,4378,58.37,2652,35.35,58.0,75.48,2,2021,FCLGA1200,Desktop
348,Intel Pentium Gold G6605,CPU,2021-03-16,14.0,65.0,,,4300.0,Intel,Intel,124.25,4493,36.16,2658,21.39,58.0,77.47,2,2021,FCLGA1200,Desktop
444,Intel Core i5-11600K,CPU,2021-03-16,14.0,125.0,,,3900.0,Intel,Intel,209.99,19781,94.2,3374,16.07,125.0,158.25,6,2021,FCLGA1200,Desktop
495,Intel Core i5-11400T,CPU,2021-03-16,14.0,35.0,,,1300.0,Intel,Intel,182.0,13078,71.86,2549,14.0,35.0,373.67,6,2021,FCLGA1200,Desktop
731,Intel Core i9-11900K,CPU,2021-03-16,14.0,125.0,,,3500.0,Intel,Intel,397.97,25539,64.17,3519,8.84,125.0,204.31,8,2021,FCLGA1200,Desktop
324,Intel Core i7-11700KF,CPU,2021-03-16,14.0,125.0,,,3600.0,Intel,Intel,279.0,24147,86.55,3420,12.26,125.0,193.17,8,2021,FCLGA1200,Desktop
560,Intel Pentium Gold G6405,CPU,2021-03-16,14.0,65.0,,,4100.0,Intel,Intel,60.1,4285,71.29,2534,42.16,58.0,73.87,2,2021,FCLGA1200,Desktop
735,Intel Xeon Gold 6312U,CPU,2021-04-06,10.0,185.0,,,2400.0,Intel,Intel,1736.62,43745,25.19,2383,1.37,185.0,236.46,24,2021,FCLGA4189,Server
671,Intel Xeon Silver 4310T,CPU,2021-04-06,10.0,105.0,,,2300.0,Intel,Intel,668.18,20973,31.39,2288,3.42,105.0,199.74,10,2021,FCLGA4189,Server
392,Intel Xeon Silver 4314,CPU,2021-04-06,10.0,135.0,,,2400.0,Intel,Intel,867.3,30043,34.64,2179,2.51,135.0,222.54,16,2021,FCLGA4189,Server
543,Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel,1361.0,26400,19.4,1826,1.34,165.0,160,24,2022,FCLGA4189,Server
12,Intel Xeon Platinum 8380,CPU,2021-04-06,10.0,270.0,,,2300.0,Intel,Intel,8978.0,62317,6.94,2385,0.27,270.0,230.81,40,2021,FCLGA4189,Server
723,Intel Xeon Gold 6342,CPU,2021-04-06,10.0,230.0,,,2800.0,Intel,Intel,3825.9,48330,12.63,2453,0.64,230.0,210.13,24,2021,FCLGA4189,Server
614,Intel Xeon Gold 6354,CPU,2021-04-06,10.0,205.0,,,3000.0,Intel,Intel,2932.63,41434,14.13,2406,0.82,205.0,202.12,18,2021,FCLGA4189,Server
109,Intel Xeon Platinum 8358,CPU,2021-04-06,10.0,250.0,,,2600.0,Intel,Intel,5097.75,54416,10.67,2382,0.47,250.0,217.67,32,2021,FCLGA4189,Server
349,Intel Xeon Gold 6348,CPU,2021-04-06,10.0,235.0,,,2600.0,Intel,Intel,3173.0,53112,16.74,2455,0.77,235.0,226.01,28,2021,FCLGA4189,Server
497,Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,,,2900.0,Intel,Intel,1605.79,35328,22.0,2356,1.47,185.0,190.96,16,2021,FCLGA4189,Server
460,Intel Xeon Gold 5317,CPU,2021-04-06,10.0,150.0,,,3000.0,Intel,Intel,1119.25,28580,25.54,2437,2.18,150.0,190.54,12,2021,FCLGA4189,Server
201,Intel Xeon Gold 5315Y,CPU,2021-04-06,10.0,140.0,,,3200.0,Intel,Intel,1267.68,21225,16.74,2524,1.99,140.0,151.61,8,2021,FCLGA4189,Server
219,Intel Xeon Gold 6334,CPU,2021-04-06,10.0,165.0,,,3600.0,Intel,Intel,2570.41,22160,8.62,2592,1.01,165.0,134.3,8,2021,FCLGA4189,Server
439,Intel Xeon Silver 4309Y,CPU,2021-04-06,10.0,105.0,,,2800.0,Intel,Intel,677.5,19010,28.06,2494,3.68,105.0,181.05,8,2021,FCLGA4189,Server
463,Intel Xeon Gold 6346,CPU,2021-04-06,10.0,205.0,,,3100.0,Intel,Intel,2279.0,37606,16.5,2455,1.08,205.0,183.44,16,2021,FCLGA4189,Server
681,Intel Xeon Gold 6330,CPU,2021-04-06,10.0,205.0,,,2000.0,Intel,Intel,1904.0,43056,22.61,2034,1.07,205.0,210.03,28,2021,FCLGA4189,Server
257,Intel Xeon Silver 4310,CPU,2021-04-06,10.0,120.0,,,2100.0,Intel,Intel,608.77,23589,38.75,2200,3.61,120.0,196.57,12,2021,FCLGA4189,Server
357,Intel Xeon Silver 4316,CPU,2021-04-06,10.0,150.0,,,2300.0,Intel,Intel,1129.22,37264,33.0,2380,2.11,150.0,248.43,20,2021,FCLGA4189,Server
700,Intel Xeon Gold 6336Y,CPU,2021-04-06,10.0,185.0,,,2400.0,Intel,Intel,3850.34,45517,11.82,2522,0.65,185.0,246.04,24,2021,FCLGA4189,Server
1036,AMD Ryzen 7 5700G,CPU,2021-04-13,7.0,65.0,,,3800.0,TSMC,AMD,233.0,24545,105.34,3281,14.08,65.0,377.62,8,2021,AM4,Desktop
871,AMD Ryzen 3 5300G,CPU,2021-04-13,7.0,65.0,,,4000.0,TSMC,AMD,,13139,,3055,,65.0,202.14,4,2021,AM4,Desktop
847,AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,,,3900.0,TSMC,AMD,179.97,19830,110.19,3187,17.71,65.0,305.08,6,2021,AM4,Desktop
511,Intel Core i7-9850HL,CPU,NaT,14.0,25.0,149.0,,1900.0,Intel,Intel,395.0,9112,23.07,2139,5.42,25.0,364.49,6,2019,FCBGA1440,"Desktop, Laptop"
